WBGene_ID,Gene_name,Cholinergic_(29),Cholinergic_(35),Cholinergic_(36),GABAergic,Dopaminergic,flp-1(+),BAG,URX/AQR/PQR,Touch_receptor,PVC/PVD,SDQ/ALN/PLN,CAN,RIA,RIC,DVA,Cluster_5,Cluster_10,Cluster_13,Cluster_16,Cluster_17,Cluster_21,Cluster_25,Cluster_27,Cluster_40,Pharyngeal_(33),Pharyngeal_(37)
WBGene00012389,Y6B3B.4,236.82,299.6,93.42,218.22,30.71,163.24,0,591.62,446.05,395.2,271.67,374.05,300.72,91.93,198.12,212.69,250.95,0,208.15,199.55,330.12,142.51,0,338.98,252.07,193.1
WBGene00004440,rpl-26,599.18,325.49,562.19,351.57,633.94,835.87,214.7,584.57,543.88,226.33,356.09,1227.55,635.44,370.13,362.01,321.5,872.65,255.08,746.9,209.08,626.02,507.12,573.22,192.31,855.64,396.71
WBGene00010641,crml-1,85.95,0,0,225.88,83.3,8.91,0,10.98,51.87,29.76,243.72,64.24,75.48,0,0,48.93,466.46,44.09,49,54.36,8.22,80.71,0,303.03,39.68,8.72
WBGene00004245,puf-9,69.34,0,9.48,82.45,29.39,25.03,0,77.23,190.78,130.12,109.72,47.62,150.36,0,45.81,0,86.74,0,317.1,17.88,183.94,79.6,0,0,243.51,103.41
WBGene00004413,rpl-2,160.27,62.92,308.82,209.64,287.48,380.49,197.05,324.48,262.14,65.53,309.59,777.41,267.07,471.88,228.87,107.87,321.62,287.04,236.18,319.27,340.63,389.8,136.39,129.87,248.46,335.38
WBGene00004499,rps-30,552.49,720.05,598.42,444.68,257.98,624.32,185.4,270.66,649.49,480.1,370.25,780.5,510.42,1437.52,466.88,227.74,502.06,463.72,650.33,577.26,562.89,732.24,624.77,521.34,467.29,870.69
WBGene00009319,mccc-1,26.69,0,0,0,77.19,5.53,13.82,0,17.61,52.24,0,114.02,0,0,0,0,0,0,8.19,17.98,0,11.98,0,0,0,0
WBGene00020784,T24H7.5,0,35.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.53,0,129.24,221.45,0,0,0,0
WBGene00002203,kin-20,113.78,74.32,22.08,182.57,288.58,68.29,63.51,132.86,123.05,202.03,19.52,86.53,181.23,0,115.22,237.51,406.4,256.64,219.19,53.65,105.33,66.03,89.31,0,255.4,234.13
WBGene00006493,ivns-1,20.27,0,0,95.69,139.23,4.9,0,21.95,21.25,235.57,167.38,32.47,105.92,0,79.71,267.5,340.97,734.23,321.56,65.08,65.28,121.55,0,0,173.38,88.6
WBGene00020115,mboa-6,100.03,0,31.76,108.13,6.51,30.89,30.09,0,113.02,64.33,135.47,246.8,131.19,218.66,0,0,96.2,113.96,9.16,257.08,17.53,152.49,0,0,0,77.8
WBGene00022382,Y94H6A.10,0,0,11.75,0,0,47.67,0,0,85.68,0,6.05,0,0,0,0,0,0,32.07,15.79,0,120.65,0,0,0,0,0
WBGene00019298,K02D7.1,0,0,68.53,0,0,0,0,0,0,33.18,0,0,0,0,40.68,0,0,0,0,0,0,0,0,0,0,0
WBGene00008149,pyp-1,52.43,0,103.68,74.9,91.02,145.84,142.6,166.18,307.84,28.62,43.25,842.68,27.39,146.3,179.63,58.9,188.96,112.84,73.95,53.1,93.43,180.53,229.29,0,45.64,117.64
WBGene00000800,cars-1,82.48,0,125.35,54.58,36.57,192.53,176.82,0,108.29,78.06,70.83,143.14,40.79,0,0,0,369.14,0,314.32,0,30.87,75.58,70.19,0,141.76,41.34
WBGene00001983,hoe-1,0,0,20.72,9.42,0,0,0,0,32.5,12.58,257.35,182.38,0,0,0,133.55,0,0,10.9,0,0,7.24,105.09,0,0,0
WBGene00003796,npp-10,93.62,0,102.87,74.32,6.51,84.58,51,0,147.72,62.14,11.79,169.87,134.38,256.71,210.4,59.54,159.9,0,117.18,0,130.56,73.51,0,518.62,0,167.36
WBGene00000158,apg-1,149.18,80.19,18.98,157.11,29.05,134.64,46.77,86.26,100.19,155,157.67,105.67,60.92,0,126.64,34.1,0,28.94,66.69,0,84.6,92.03,0,135.59,65.59,171.17
WBGene00021292,copb-1,122.94,269.4,255.68,91.61,39.81,155.73,102.96,146.76,118.93,179.7,35.93,310.45,81.22,83.98,42.52,168.78,30.8,19.49,109.15,0,223.3,95.4,84.72,0,112.42,121.6
WBGene00002250,lap-2,54.48,68.83,9.48,42.37,30.09,11.06,2681.98,278.21,69.88,100.36,72.92,83.34,0,146.58,34.52,0,48.39,56.48,2344.21,16.27,383.95,86.4,75.12,316.95,0,90.17
WBGene00022858,ZK1193.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017071,aagr-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022134,hrpu-2,74.92,39.18,229.54,59.72,177.68,54.38,101.02,212.45,153.59,108.46,105.97,230.59,147.38,34.65,180.66,291.82,104.82,69.54,60.02,201.55,143.94,80.1,89.76,0,132.73,119.3
WBGene00004754,sec-23,32.92,0,96.52,62.32,100.04,56.41,54.27,16.03,121.73,151.84,96.02,89.87,121.76,83.98,95.83,34.1,98.82,92.98,61.33,0,78.61,98.89,0,0,0,129.35
WBGene00004373,rme-1,574.34,325.19,774.9,99.13,68.36,465.16,432.45,773.88,284.44,399.63,449.15,112.4,23.14,279.75,323.8,1019.82,157.25,362.15,602.14,370.05,250.68,554.9,556.91,222.22,193.38,175.59
WBGene00022722,tomm-70,30.44,0,66.21,38.78,0,35.78,0,46.79,68.35,0,308.78,43.09,0,0,79.71,77.4,0,0,41.36,0,0,49.43,84.35,0,201.12,194.41
WBGene00016496,C37C3.2,715.2,66.83,570.39,135.23,317.58,564.32,559.63,506.49,1032.06,348.99,474.64,151.45,459.29,34.65,843.08,404.04,96.08,260.08,93.4,197.44,176.37,383.42,323.79,468.03,92.55,345.91
WBGene00015469,C05D2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004452,rpl-38,410.36,404.42,588.66,436.17,196.91,1055.07,551.83,1027.57,507.29,277.44,456.96,680.46,316.77,773.85,1285.2,646.19,707.65,615.75,384.1,588.35,389.27,635.69,1330.2,580.89,431.98,492.77
WBGene00004484,rps-15,609.94,835.15,1098.77,784.03,499.06,753.1,706.21,449.61,608.43,224.1,357.79,1295.21,704.23,539.39,830.99,254.54,946.17,816.02,1068.69,550.05,831.51,877.48,1282.35,270.27,1237.04,1145.76
WBGene00016027,C23H5.8,0,292.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.85,0,0,0,0,0,0,0
WBGene00014204,ccdc-47,65.33,0,68.53,112.33,68.86,46.95,0,106.84,48.75,99.76,78.34,143.33,53.61,128.35,245.32,186.79,0,174.8,27.35,126.84,96.83,132.69,0,303.03,57.37,164.91
WBGene00002070,ile-1,63.13,52.81,121.95,41.75,263.15,82.01,0,0,160.19,156.31,10.68,70.85,102.11,0,300,322.07,214.51,903.03,43.92,36.73,103.39,91.28,623.04,140.35,425.91,30.32
WBGene00019827,mop-25.1,41.65,0,0,103.48,82.21,5.24,75.76,0,113.47,110.07,94.55,3.22,160.45,59.5,15.61,0,41.58,0,97.55,0,70.08,69.77,111.78,0,105.04,78.2
WBGene00006937,wah-1,23.42,0,27.51,33.96,75.34,38.32,0,0,57.84,78.29,0,82.56,157.17,34.65,31.29,18.77,0,0,84.21,34.95,33.14,100.66,0,0,17.9,77.16
WBGene00016968,epg-5,94.4,0,0,95.18,124.54,33,0,0,13.03,66.51,36.31,125.51,81.22,0,0,0,0,0,176.32,0,0,84.96,0,0,0,19.75
WBGene00006789,unc-54,286.01,0,117.11,114.04,459.75,151.26,98.84,43.02,92.77,163.69,136.63,140.78,226.22,177.35,92.2,0,0,0,462.53,74.86,0,190.56,314.34,0,0,342.68
WBGene00013347,nova-1,189.84,539.82,249.54,349.66,299.18,239.46,297.03,96.06,272.25,403.67,213.35,302.8,227.45,0,304.26,349.82,48.03,111.94,268.86,212.91,128.78,430.31,221.25,287.77,47.62,344.74
WBGene00004456,rpl-43,364.73,627.59,717.34,559.1,331.13,1167.98,477.9,693.11,582.96,403.06,414.68,1206.85,722.49,342.22,1056.5,329.16,1026.84,794.22,919.26,647.21,781.42,954.65,476.23,0,958.3,539.65
WBGene00018398,sptl-2,0,0,0,0,0,0,0,0,2.71,8.56,0,9.67,0,0,0,0,0,0,0,0,0,0,0,0,0,15.64
WBGene00001030,dnj-12,58.52,275.45,189.17,59.18,334.91,93.69,275.85,137.02,142.93,167.13,140.29,224.19,179.78,194.19,104.46,129.07,201.13,46.69,237.24,95.29,40.03,154.99,136.39,0,101.82,269.21
WBGene00007024,plin-1,21.18,0,0,0,0,0,0,0,0,0,0,0,19.33,0,0,0,0,0,39.83,0,0,0,0,0,0,0
WBGene00006768,unc-32,1376.11,202.84,1162.95,1193.7,949.09,1444.01,1008.37,593.64,658.37,724.55,896.04,505.25,788.55,1156.31,896.99,1206.91,696.66,1182.94,875.77,1473.55,471.97,792.09,1226.98,2299.33,733.7,497.92
WBGene00012344,ola-1,194.81,106.43,0,145.01,84.08,129.45,128.5,46.79,196.12,29.97,132.91,235.76,83.16,0,0,19.63,0,106.12,93.25,156.89,38.31,75.48,59.54,201.01,0,78.49
WBGene00012015,T25B9.9,74.65,0,40.27,25.53,0,5.38,0,52.33,0,8.56,98.76,170.94,0,0,0,0,0,0,79.68,0,11.48,4.64,71.23,0,66.35,71.45
WBGene00021073,nol-2,67.55,0,0,0,18.72,1.72,0,0,33.72,44.36,24.37,128.74,0,0,0,268.96,193.57,0,8.19,25,0,64.16,0,0,0,104.16
WBGene00003962,pdi-1,46.15,0,133.81,99.66,140.92,56.64,65.61,47.13,26.08,94.03,186.86,183.58,40.63,0,87.38,0,0,271.68,108.01,16.27,183.22,133.99,0,90.09,70.03,132.56
WBGene00019900,vdac-1,659.25,132.06,242.41,718.66,418.67,266.95,285.97,272.4,457.83,316.38,528.47,509.84,451.18,368.49,429.92,468.19,400.85,278.44,544.67,176.59,280.09,466.98,103.95,0,228.86,669.32
WBGene00022562,ZC204.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001284,emb-30,193.71,0,20.03,70.69,222.42,163.48,0,77.23,181.13,271.51,98.55,260.67,122.29,0,0,201.07,74.27,269.47,179.95,87.81,211.61,107.41,134.48,430.11,64.02,230.1
WBGene00009771,F46B6.6,27.86,0,0,52.21,311.53,35.17,231.4,0,53.37,103.11,81.32,124.31,99.13,99.07,154.26,37.16,47.4,0,24.7,0,13.58,47.39,214.47,0,28.86,146.8
WBGene00002162,isp-1,145.64,140.84,263.23,176.73,278.93,207.28,179.17,27.87,202.2,191.67,190.63,235.98,365.66,34.65,560.61,244.31,192.38,54.8,128.51,0,121.92,177.11,226.78,0,47.62,146.02
WBGene00001679,gpb-1,2243.47,1618.66,1647.74,2068.12,1974.01,2531.31,965.09,1129.81,1902,3006.31,2616.94,1349.18,1518.87,1121.29,1440.49,2802.98,975.89,1493.01,1338.32,1380.75,958.56,2339.39,1746.64,140.35,2287.3,1610.49
WBGene00008852,ubql-1,307.98,444.89,341.63,176.28,159.25,267.93,33.62,350.66,173.44,251.49,300.5,282.22,82.91,0,61.02,260.91,30.13,54.8,219.81,153.69,126.68,121.73,414.16,200,61.04,131.68
WBGene00001526,gck-1,0,0,0,62.17,40.32,0,0,146.85,0,0,0,82.34,50.88,0,0,0,0,0,33.74,0,0,0,0,0,89.29,10.84
WBGene00021686,Y48G8AL.5,44.29,0,0,30.53,0,19.29,0,142.74,149.8,0,65.64,94.47,68.36,0,48.06,0,80.28,0,48.13,0,254.57,61.5,67.01,0,0,86.11
WBGene00001815,hmt-1,96.81,0,64.52,53.33,0,0,0,228.42,70.59,0,147.9,0,37.49,0,0,116.55,105.59,0,91.9,0,0,87.55,0,0,51.48,0
WBGene00021088,W08E12.7,50.46,0,198.94,76.44,47.69,63.55,27.64,65.75,33.47,36.04,14.33,131.12,47.85,98.59,15.05,103.59,0,74.09,81.22,0,79.66,152.7,124.07,0,193.18,58.15
WBGene00021549,cdap-2,51.49,0,30.32,101.12,165.1,28.03,272.29,10.98,35.76,481.6,248.13,244.7,0,0,484.39,165.37,0,67.14,52.76,0,0,113.27,308.43,0,0,24.69
WBGene00004491,rps-22,348.69,457.27,457.8,248.99,442.96,539.1,13.82,514.66,350.7,134.5,286.55,582.82,367.73,188.98,213.34,88.49,315.75,381.04,568.39,487.79,527.94,436.43,459.37,0,569.5,381.11
WBGene00017686,tpp-2,31.06,0,11.78,32.72,10.41,4.31,82.92,0,42.27,31.49,0,154.18,0,0,194.71,317.86,0,32.07,0,92.56,133.6,99.43,0,0,218.58,69.59
WBGene00009122,tct-1,317.09,224.59,527.61,411.22,667.51,629.78,242.65,781.42,579.05,341.69,477.41,1148.36,591.84,953.7,1051.63,215.56,1186.25,404.48,225.43,457.44,548.25,537.35,1938.75,669.8,204.26,769.48
WBGene00016103,dpyd-1,0,0,28.72,9.77,37.11,0,0,0,9.16,0,0,0,0,0,0,0,48.23,0,0,0,0,0,0,0,0,0
WBGene00022463,elpc-1,25.78,0,0,40.35,38.82,6.5,0,211.91,87.02,8.3,45.62,138.62,0,0,0,0,0,0,0,0,0,43.81,84.25,0,0,9.27
WBGene00002694,let-502,0,0,0,160.99,151.86,38.73,305.16,111.48,67.73,138.95,175.27,186.15,21.48,0,0,96.03,120.77,0,0,0,167,98.27,126.87,0,92.76,17.44
WBGene00009177,F26H9.5,54.2,0,0,433.61,0,556.35,41.92,227.07,248.54,0,51.49,20.82,50.88,0,230.53,74.54,0,22.75,14.84,128.1,16.06,10.13,0,0,0,8.16
WBGene00009594,cyld-1,969.46,418.5,958.66,468.95,293.04,401.54,0,521.45,583.05,85.14,706.52,3.89,122.64,593.12,605.18,116.28,324.09,222.05,115.5,285.82,58.11,649.4,809.4,367.48,0,313.42
WBGene00006537,tbb-2,2827.86,864.87,3026.48,2191.99,2179.62,1286.41,838.41,3629.25,1041.03,3114.89,3767.91,1294.31,1093.14,951.75,2608.53,2650.7,454.93,498.32,891.01,341.31,823.53,2458.27,2417.96,3282.68,1003.77,1746.66
WBGene00011827,T19A6.1,355.62,294.72,42.72,347.15,199.06,35.96,0,323.29,347.49,382.31,83.41,200.08,904.98,0,0,0,0,176.76,97.17,0,222.11,300.46,0,0,0,229.33
WBGene00010406,math-33,119.06,529.61,90.04,252.46,260.13,99.62,196.98,402.06,235.16,142.35,157.79,147.03,353.58,0,65.82,289.15,127.15,207.72,277.54,184.82,151.7,220.3,166.52,0,110.62,206.24
WBGene00006888,vbh-1,193.83,292.32,86.9,309.62,137.24,33.08,155.45,241.47,448.4,202.8,102.96,180.81,545.31,72.63,376.29,100.16,20.55,42.01,411.66,175.62,151.8,146.99,392.87,735.49,102.8,201.35
WBGene00000784,cpr-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022252,Y73B6BL.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004040,pld-1,362.69,228.28,382.81,185.57,345.29,238.48,276.74,272.41,132.88,318.48,336.94,218.69,9.19,479.94,70.24,147.38,197.61,66.93,153.23,36.73,247,310.08,1265.99,0,458.57,330.18
WBGene00000136,amt-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.72,0,0,0,0,0
WBGene00020068,cra-1,18.84,0,19.29,78.26,43.08,42.29,0,44.91,149.6,24.21,72.18,32.02,99.11,0,180.07,0,0,0,35.03,0,90.77,138.95,0,0,98.55,31.65
WBGene00010778,gpdh-2,7.9,0,0,55.22,42.5,0,10.19,20.06,3.9,273.73,120.3,16.41,0,0,0,0,0,0,43.59,0,16.13,0,134.01,0,0,103.13
WBGene00009886,F49E2.2,0,0,36.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.58,0,0,0,84.35,0,0,0
WBGene00015512,mthf-1,65.99,0,77.74,34,35.23,30.47,0,0,0,145.84,4.25,40.55,0,0,0,93.92,0,0,0,0,18.4,7.41,0,0,81.63,95.66
WBGene00018488,acs-1,168.92,0,3155.3,0,0,6.74,0,0,0,0,14.55,0,0,0,278.39,0,0,0,0,40.89,0,9.09,0,0,0,0
WBGene00003959,pcp-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017121,cyc-2.1,826.23,460.78,496.26,515.71,793.27,357.86,360.31,693.79,253.77,195.2,508.47,634.81,1224.05,564.36,117.93,271.83,315.84,242.4,699.69,374.04,798.18,794.37,418.57,646.37,36.75,540.59
WBGene00015206,B0495.7,14.94,156.74,22.16,25.76,10.41,24.47,27.64,43.17,126.85,15.4,81.78,128.3,0,0,0,153.84,0,101.93,119.87,0,712.23,225.06,0,0,221.11,0
WBGene00010993,vha-20,194.89,0,84.99,641.98,141.74,154.13,0,195.25,83.79,93.95,87.9,45.22,72.88,0,178.18,346.59,243.9,219.9,118.4,34.51,22.96,144.4,162.91,0,77.74,320.4
WBGene00004410,rla-2,358.68,583.17,767,453.76,478.48,617.4,250,1180.81,399.34,160.13,26.43,751.87,428.68,41.56,183.31,645.4,541.87,236.22,615.28,525.15,685.89,613.26,261.61,631.15,1124.52,458.79
WBGene00013025,vha-13,533.85,110.52,88.81,544.07,483.26,304.91,137.99,41.63,165.46,141.3,191.44,168.67,208.79,264.05,127.23,374.26,359.88,124.42,63.87,45.34,145.31,216.33,29.77,743.11,25.42,507.91
WBGene00004495,rps-26,560.19,516.37,471.96,356,420.63,993.17,198.61,233.28,741.14,473.33,633.33,1132.37,700.86,402.46,435.6,511.83,1215.63,876.52,1307.82,796.88,1095.73,669.21,1490.82,95.92,585.38,558.24
WBGene00004444,rpl-30,222.74,147.31,287.45,148.54,168.26,348.94,152.09,290.2,224.61,206.77,94.35,323.83,119.77,790.58,238.05,231,480.16,130.62,493.19,16.08,304.31,434.15,381.32,688.88,293.87,367.38
WBGene00002855,let-721,9.06,0,20.48,28.84,83.35,30.36,0,89.97,51.49,18.76,0,11.19,80.75,0,214.27,0,0,0,0,0,153.42,18.91,51.98,594.06,81.11,83.66
WBGene00022361,Y92H12A.5,69.78,0,0,83.08,0,94.84,0,32.29,54.62,79.62,271.4,26.7,122.64,0,152.66,202.07,59.1,0,36.06,0,16.44,57.37,0,0,51.27,14.08
WBGene00003920,par-5,677.16,1214.61,994.16,1315.7,1648.9,689.05,2056.05,1024.33,1433.98,1366.59,940.12,902.58,903.67,1861.2,1099.28,1401.06,1532.3,1108.66,1438.2,1080.34,728.65,1409.65,457.17,808.1,1429.3,1282.34
WBGene00004449,rpl-35,388.78,1036.92,524.1,535.49,377.25,1085.27,446.36,1049.89,576.44,215.67,324.24,1120.54,755.01,1070.26,832.04,366.25,1417.94,860.35,941.99,909.89,651.6,987.36,847.32,230.44,602.84,663.06
WBGene00000107,alh-1,0,19.59,0,55.91,40.58,0,0,0,0,0,17.61,13.08,0,0,0,0,0,0,0,0,0,19.57,0,0,0,0
WBGene00012608,hphd-1,0,0,0,0,0,0,0,0,0,16.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000207,asb-2,202.55,0,211.53,190.12,11.71,117.04,169.95,234.63,181.19,89.64,108.59,147.84,339.55,692.1,191.53,83.74,204.17,53.81,59.72,0,78.31,162.66,238.59,0,185.68,306.81
WBGene00010317,idh-1,46.09,0,10.24,67.86,55.84,8.17,99.72,129.37,12.07,23.41,0,471.24,0,47.02,0,0,0,0,28.62,0,65.83,0,0,0,0,55.97
WBGene00012031,T25G3.4,453.54,113.56,56.32,224.34,98.42,159.02,32.95,43.02,91.29,341.88,303.72,181.55,0,0,393.82,0,173.02,362.85,101.75,69.77,246.58,144.89,69.43,0,147.06,118.41
WBGene00020110,hsp-75,66.53,0,0,30.23,41.42,30.88,0,0,24.17,33.87,38.58,103.71,38.66,0,0,0,0,0,0,0,0,52.25,0,0,0,27.32
WBGene00019890,R05F9.6,12.18,0,0,50.4,0,8.96,64.33,48.2,44.69,7.11,42.91,6.49,112.15,28.03,0,0,0,0,32.38,66.18,63.31,0,0,0,150.39,53.78
WBGene00003941,pbo-1,47.64,31.52,0,32.39,14.69,0,102.23,105.52,40.11,109.46,15.17,0,37.64,0,0,335.89,0,0,0,0,83.44,19.27,0,0,0,172.92
WBGene00021882,nprt-1,87.43,0,33.24,0,408.98,68.28,0,116.96,27.91,8.43,0,0,29.87,72.63,51.06,0,0,0,0,376.59,145.7,0,0,295.92,15.65,24.11
WBGene00004489,rps-20,578.84,495.24,650.81,434.39,654.92,754.08,340.35,569.33,519.46,395.08,129.29,1469.82,346.84,1215.6,681.08,647.47,565.88,198.94,492.93,276.77,805.67,499.65,775.26,587.2,556.96,651.38
WBGene00021562,nuo-5,104.82,0,47.35,138.85,57.47,86.1,285.8,148.2,70.07,87.52,53.3,77.7,151.28,87.53,115.69,139.44,120.63,53.81,9.16,76.62,36.91,41.76,37.56,0,40.82,61.03
WBGene00010665,K08E3.5,40.16,0,24.45,82.35,17.62,47.34,0,0,61.78,23.71,0,62.06,64.01,146.82,20.34,21.92,48.23,0,0,37.02,0,16.61,115.85,0,0,16.33
WBGene00000831,ctl-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003130,map-2,36.37,0,160.53,185.12,94.34,50.92,0,57.23,108.04,46.97,93.75,210.01,0,0,294.49,109.79,0,0,14.84,0,45.44,112.64,0,0,140.87,118.51
WBGene00002207,sid-3,24.11,164.17,11.39,30.95,86.11,226.79,23.18,16.03,6.81,104.28,151.23,10.08,41.51,72.63,107.34,29.88,0,0,41.81,0,0,122,46.45,0,0,115.86
WBGene00022717,hipr-1,29.2,0,29.56,39.09,50.55,65.62,0,31.81,86.71,140.22,87.4,44.09,70.68,0,0,20.38,94.84,0,47.31,0,191.86,0,44.21,0,102.48,199.83
WBGene00007331,pho-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
WBGene00006533,tba-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.01,0,0,0,0,0,0,0
WBGene00002074,ima-3,183.82,35.92,71.83,112.82,95,43.54,207.06,41.63,31.89,178.31,197.62,144.02,127.33,133.76,0,128.77,0,0,158.71,0,80.08,139.1,0,0,75.01,31.66
WBGene00013216,Y54G11A.7,15.54,0,29.76,0,0,43.72,0,0,0,4.62,14.33,0,0,128.35,64.22,21.92,0,0,36.55,0,40.73,7.08,51.15,0,0,0
WBGene00006798,unc-64,3070.55,501.59,1528.68,2555.2,986.64,1523.87,443.3,671.1,958.89,2321.02,1236.4,178.41,837.38,385.93,855.39,995.58,210.99,1100.21,628.29,427.67,476.2,1360.43,1041.31,1001.47,407.44,957.68
WBGene00009993,F53F4.11,45.94,0,33.39,67.76,23.42,0,0,0,0,4.74,42.81,0,0,0,0,0,38.47,28.94,0,0,205.4,0,0,0,35.63,30.35
WBGene00022087,Y69A2AR.16,73.92,238.2,45.2,113.69,72.85,49.29,0,0,115.86,55.89,112.67,104.19,0,0,34.04,0,0,0,22.54,0,373.9,103.74,181.75,289.86,113.38,108.03
WBGene00017418,F13B6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016585,oac-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.64,9.47,0,0,0,0
WBGene00007362,cyp-35C1,0,0,0,14.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012782,Y43C5A.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612.56,0,0,0,0,158.68,0,0,0,0,0,0
WBGene00001502,ftt-2,3628.37,2059.31,2649.29,2359.22,3473.19,2719.07,3183.41,2068.11,1872.88,3574.55,4149.64,1207.12,1425.76,3980.13,1551.64,3369.85,1523.82,1445.3,2291.56,3055.11,2300.58,3504.21,3512.99,1562.37,2428.4,2542.85
WBGene00020812,acdh-7,28.34,0,0,8.8,26.26,0,0,0,0,47.8,0,0,0,0,0,0,0,0,64.39,0,82.12,0,0,0,0,31.29
WBGene00012947,Y47H9C.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000084,aex-1,0,0,0,0,0,0,0,0,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012553,cox-5A,255.31,420.75,306.44,204.57,285.85,265.05,294.54,182.35,186.97,360.42,176.9,158.72,635.22,145.16,76.92,239.42,366.76,301.05,102.75,299.93,101.32,133.05,332.28,536.91,353.2,246.11
WBGene00009126,pyk-1,310.35,104.42,84.15,238.38,207.98,247.58,169.83,269.82,263.72,282.97,253.13,304.5,339.61,0,22.18,115.32,169.8,240.86,299.02,211.07,244.72,189.09,159.46,474.49,263.44,285.13
WBGene00013606,cand-1,145.46,145.56,69.7,175.19,21.03,84.87,52.31,0,95.57,73.57,53.71,163.28,185.34,77.3,78.22,28.81,134.82,0,71.91,51.04,89.45,133.45,241.9,140.35,65.4,104.63
WBGene00012348,pptr-1,392.45,265.56,237.22,341.46,426.92,299.91,205.13,348.19,242.45,279.33,381.37,368.03,381.29,299.65,503.37,546.05,219.28,530.98,507.34,396.41,505.39,253.15,528.86,200,151.6,353.65
WBGene00004434,rpl-22,332.62,428.58,912.55,326.85,420.85,683.49,128.47,743.33,813.51,182.5,374.5,1082.32,810.11,550.06,547.59,419.38,594.34,326.82,820.1,588.35,1000.59,732.28,703.02,280.7,1055.3,344.62
WBGene00016995,acly-1,257.07,0,52.85,47.4,0,72.34,0,284.51,0,27.21,119.32,29.95,18.39,0,0,0,0,0,26,31.42,27.26,6.36,0,0,32.18,159.47
WBGene00004426,rpl-14,299.39,226.99,823.83,440.26,452.38,551.36,272.36,416.91,600.06,173.29,312.38,723.63,361.22,963.1,578.27,467.71,731.96,389.11,372.65,356.81,847.03,510.71,1103.79,344.83,679.37,614.43
WBGene00006512,abcf-1,8.43,0,0,0,68.91,23.84,13.82,149.06,38.65,19.85,33.78,181.33,0,0,0,0,109.6,0,111.48,0,0,153.91,0,0,343.99,21.87
WBGene00008019,C38H2.2,16.99,0,12.23,12.15,0,13.22,0,216.6,14.68,37.99,13.77,43.04,0,91.93,0,0,0,0,0,0,8.72,16.2,27.43,0,0,20.41
WBGene00020915,nol-58,31.53,0,7.9,40.92,51.15,33.22,41.46,0,12.94,25.19,56.06,54.93,129.52,132.53,0,0,0,0,18.32,0,23.49,18.3,0,143.37,0,43.14
WBGene00002045,icd-1,362.85,212.66,434.21,395.76,456.76,375.1,532.14,331.95,440.76,156.26,215.11,984.47,297.5,138.72,443.3,254.16,382.12,127.02,601.21,440.29,308.52,329.4,696.05,271.19,416.13,288.55
WBGene00011735,hip-1,250.24,132.83,85.97,122.13,89.31,149.37,10.19,290.82,148.41,130.43,227.66,100.29,62.04,0,106.56,21.92,450.26,44.09,183.48,412.38,236.75,88.17,140.37,0,238.68,198.57
WBGene00012354,cox-4,384.46,110.24,105.13,349.18,757.17,290.57,464.8,55.74,698.83,242.48,114.59,134.9,541.31,385.06,362.46,271.08,105.62,46.53,189.6,452.11,97.19,336.25,314.93,191.85,173.83,445.49
WBGene00018467,sdpn-1,0,0,0,0,0,10.44,0,0,17.82,22.27,0,0,0,0,0,0,0,0,586.62,27.56,0,27.25,0,0,0,0
WBGene00018174,F38B6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
